"filename", "language", "JSON", "JavaScript", "Makefile", "JSON with Comments", "TypeScript", "XML", "Docker", "HTML", "CSS", "Vue", "comment", "blank", "total"
"/home/ara/Documents/Coding-Projects/UDM-Reimbursement-Project/ui/src/pages/specific_foapa_detail_page.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 493, 8, 58, 559
"/home/ara/Documents/Coding-Projects/UDM-Reimbursement-Project/ui/src/router/index.ts", "TypeScript", 0, 0, 0, 0, 227, 0, 0, 0, 0, 0, 3, 8, 238
"/home/ara/Documents/Coding-Projects/UDM-Reimbursement-Project/ui/src/store/index.ts", "TypeScript", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 1, 3, 15
"/home/ara/Documents/Coding-Projects/UDM-Reimbursement-Project/ui/src/style.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 165, 0, 19, 34, 218
"/home/ara/Documents/Coding-Projects/UDM-Reimbursement-Project/ui/src/types/types.ts", "TypeScript", 0, 0, 0, 0, 137, 0, 0, 0, 0, 0, 3, 13, 153
"/home/ara/Documents/Coding-Projects/UDM-Reimbursement-Project/ui/src/utils/formatFoapaDetails.ts", "TypeScript", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 3, 14
"/home/ara/Documents/Coding-Projects/UDM-Reimbursement-Project/ui/src/utils/generateRandomId.ts", "TypeScript", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 3, 19
"/home/ara/Documents/Coding-Projects/UDM-Reimbursement-Project/ui/src/utils/objectsAreEqual.ts", "TypeScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 4, 6, 24
"/home/ara/Documents/Coding-Projects/UDM-Reimbursement-Project/ui/src/utils/parseDate.ts", "TypeScript", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 3, 2, 12
"/home/ara/Documents/Coding-Projects/UDM-Reimbursement-Project/ui/src/utils/validators.ts", "TypeScript", 0, 0, 0, 0, 205, 0, 0, 0, 0, 0, 27, 43, 275
"/home/ara/Documents/Coding-Projects/UDM-Reimbursement-Project/ui/src/vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/home/ara/Documents/Coding-Projects/UDM-Reimbursement-Project/ui/tailwind.config.js", "JavaScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 20
"/home/ara/Documents/Coding-Projects/UDM-Reimbursement-Project/ui/tsconfig.json", "JSON with Comments", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 1, 22
"/home/ara/Documents/Coding-Projects/UDM-Reimbursement-Project/ui/tsconfig.node.json", "JSON", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/home/ara/Documents/Coding-Projects/UDM-Reimbursement-Project/ui/vercel.json", "JSON", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/home/ara/Documents/Coding-Projects/UDM-Reimbursement-Project/ui/vite.config.ts", "TypeScript", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 2, 12
"Total", "-", 10578, 44071, 7, 21, 683, 12, 8, 23, 2449, 10287, 635, 9380, 78154
